vul_id,repo,fixed_commit_sha,target_file_path,target_func_name,judgement,reported,confirmed,requested,received
CVE-2019-13307,ImageMagick/ImageMagick6,91e58d967a92250439ede038ccfb0913a81e59fe,magick/quantize.c,AcquirePixelTLS,TP,reported,confirmed,,
CVE-2019-13307,ImageMagick/ImageMagick6,91e58d967a92250439ede038ccfb0913a81e59fe,magick/resize.c,AcquireContributionTLS,TP,,,,
CVE-2019-13307,ImageMagick/ImageMagick6,91e58d967a92250439ede038ccfb0913a81e59fe,magick/statistic.c,AcquirePixelListTLS,TP,reported,confirmed,,
CVE-2019-13308,ImageMagick/ImageMagick6,19651f3db63fa1511ed83a348c4c82fa553f8d01,magick/transform.c,ConsolidateCMYKImages,TP,,,,
CVE-2019-13308,ImageMagick/ImageMagick6,19651f3db63fa1511ed83a348c4c82fa553f8d01,magick/paint.c,FloodfillPaintImage,TP,,,,
CVE-2019-13308,ImageMagick/ImageMagick6,19651f3db63fa1511ed83a348c4c82fa553f8d01,magick/visual-effects.c,MorphImages,FP,,,,
CVE-2019-13391,ImageMagick/ImageMagick6,f6ffc702c6eecd963587273a429dcd608c648984,magick/fourier.c,ComplexImages,TP,,,,
CVE-2019-13391,ImageMagick/ImageMagick6,f6ffc702c6eecd963587273a429dcd608c648984,magick/visual-effects.c,MorphImages,FP,,,,
CVE-2022-28463,ImageMagick/ImageMagick6,e6ea5876e0228165ee3abc6e959aa174cee06680,coders/dpx.c,ReadDPXImage,TP,,,,
OSV-2021-577,LibreDWG/libredwg,035876226d3eadd4e5e47b06fe34e3aa858b6406,src/in_dxf.c,new_table_control,FP,,,,
OSV-2021-814,LibreDWG/libredwg,0a390fa7291ee439d2bb2bed998e76302e539b77,src/in_dxf.c,new_object,TP,,,,
OSV-2022-1251,LibreDWG/libredwg,119ef50a0b1ef395defa5ee453acd5d3c158c638,src/out_json.c,json_tables_write,TP,reported,confirmed,requested,CVE-2025-70415
OSV-2022-377,LibreDWG/libredwg,580e8bbebf18579b97e2c20b032368b9079624ca,src/decode_r11.c,decode_preR13_section_hdr,FP,,,,
OSV-2022-377,LibreDWG/libredwg,580e8bbebf18579b97e2c20b032368b9079624ca,src/encode.c,dwg_encode,FP,,,,
OSV-2022-377,LibreDWG/libredwg,580e8bbebf18579b97e2c20b032368b9079624ca,src/encode.c,encode_r11_auxheader,FP,,,,
OSV-2022-656,LibreDWG/libredwg,9d068534eb093790d9be1b8aa8ed47cafc7f2285,src/bits.c,bit_read_BB,TP,,,,
OSV-2022-656,LibreDWG/libredwg,9d068534eb093790d9be1b8aa8ed47cafc7f2285,src/bits.c,bit_read_RC,FP,,,,
OSV-2023-1048,LibreDWG/libredwg,ebe9ce3797a524793217acbc3f54e404745d91d3,src/decode.c,decode_preR13_entities,TP,,,,
OSV-2023-1048,LibreDWG/libredwg,ebe9ce3797a524793217acbc3f54e404745d91d3,src/encode.c,dwg_encode_add_object,FP,,,,
OSV-2023-1048,LibreDWG/libredwg,ebe9ce3797a524793217acbc3f54e404745d91d3,src/decode.c,decode_R13_R2000,FP,,,,
OSV-2023-1051,LibreDWG/libredwg,5b4c2fce7262b2bec00fa679e472559ab268d0c7,src/decode.c,decode_preR13_entities,TP,,,,
OSV-2023-1051,LibreDWG/libredwg,5b4c2fce7262b2bec00fa679e472559ab268d0c7,src/decode.c,dwg_decode_unknown_bits,TP,reported,confirmed,,
OSV-2023-1110,LibreDWG/libredwg,c8dd9c66bca793aaf3029d1eda50b06828ae14f2,src/in_json.c,_set_struct_field,TP,,,,
OSV-2023-1110,LibreDWG/libredwg,c8dd9c66bca793aaf3029d1eda50b06828ae14f2,src/in_dxf.c,new_object,FP,,,,
OSV-2023-1122,LibreDWG/libredwg,4e4547b96add1ddb4ef7036a9ddbde9806371104,src/in_json.c,json_OBJECTS,FP,,,,
OSV-2023-284,LibreDWG/libredwg,0ce8315eb9c45a6967d9578c7e51ae1d6d639166,src/codepages.c,dwg_codepage_iconvstr,FP,,,,
OSV-2023-455,LibreDWG/libredwg,aa1efabfa067d0ca63ce7a950ca4420755edadf2,src/bits.c,bit_TU_to_utf8_len,FP,,,,
OSV-2023-455,LibreDWG/libredwg,aa1efabfa067d0ca63ce7a950ca4420755edadf2,src/out_json.c,wcquote,FP,,,,
OSV-2020-1848,OpenSC/OpenSC,3ff059a74bcd10ead9a92cc67e5c8c006996e940,src/libopensc/iasecc-sdo.c,iasecc_sdo_parse_card_answer,TP,,,,
OSV-2022-1175,OpenSC/OpenSC,c16d4e6588a19f4b85aa584174335f62efe28aaf,src/pkcs15init/pkcs15-epass2003.c,epass2003_pkcs15_generate_key,TP,,,,
OSV-2022-1175,OpenSC/OpenSC,c16d4e6588a19f4b85aa584174335f62efe28aaf,src/pkcs15init/pkcs15-epass2003.c,epass2003_pkcs15_store_key,TP,,,,
OSV-2022-1175,OpenSC/OpenSC,c16d4e6588a19f4b85aa584174335f62efe28aaf,src/pkcs15init/pkcs15-oberthur.c,cosm_delete_file,FP,,,,
OSV-2022-1175,OpenSC/OpenSC,c16d4e6588a19f4b85aa584174335f62efe28aaf,src/pkcs15init/pkcs15-oberthur.c,cosm_generate_key,FP,,,,
OSV-2023-578,OpenSC/OpenSC,41d61da8481582e12710b5858f8b635e0a71ab5e,src/pkcs15init/pkcs15-asepcos.c,asepcos_create_key,TP,,,,
OSV-2023-899,OpenSC/OpenSC,41d61da8481582e12710b5858f8b635e0a71ab5e,src/pkcs15init/pkcs15-asepcos.c,asepcos_create_key,TP,,,,
OSV-2023-899,OpenSC/OpenSC,41d61da8481582e12710b5858f8b635e0a71ab5e,src/pkcs15init/pkcs15-oberthur.c,cosm_get_temporary_public_key_file,TP,reported,confirmed,requested,要求补充修复版本号
CVE-2020-11993,apache/httpd,971fc8f5b5d664ddeb5d22f8adef2137c7980fc7,modules/http2/h2_proxy_util.c,h2_headers_add_h1,TP,,,,
CVE-2020-11993,apache/httpd,971fc8f5b5d664ddeb5d22f8adef2137c7980fc7,modules/http2/h2_stream.c,close_input,FP,,,,
CVE-2020-11993,apache/httpd,971fc8f5b5d664ddeb5d22f8adef2137c7980fc7,modules/http2/h2_stream.c,h2_stream_add_header,FP,,,,
CVE-2020-11993,apache/httpd,971fc8f5b5d664ddeb5d22f8adef2137c7980fc7,modules/http2/h2_stream.c,h2_stream_on_output_change,FP,,,,
CVE-2020-13950,apache/httpd,ccc2e4c751826ff296df01428d42c4a40918110d,modules/filters/mod_deflate.c,deflate_in_filter,FP,,,,
CVE-2020-13950,apache/httpd,ccc2e4c751826ff296df01428d42c4a40918110d,modules/proxy/mod_proxy_ajp.c,ap_proxy_ajp_request,FP,,,,
CVE-2020-13950,apache/httpd,ccc2e4c751826ff296df01428d42c4a40918110d,modules/proxy/mod_proxy_fcgi.c,dispatch,FP,,,,
CVE-2020-1927,apache/httpd,81313af01a49df05b4f7d3996ffc2b052d1638bc,modules/filters/mod_substitute.c,set_pattern,FP,,,,
CVE-2021-33193,apache/httpd,ecebcc035ccd8d0e2984fe41420d9e944f456b3c,server/vhost.c,update_server_from_aliases,FP,,,,
CVE-2021-33193,apache/httpd,ecebcc035ccd8d0e2984fe41420d9e944f456b3c,server/vhost.c,ap_update_vhost_from_headers_ex,FP,,,,
CVE-2021-33193,apache/httpd,ecebcc035ccd8d0e2984fe41420d9e944f456b3c,modules/http2/h2_proxy_session.c,open_stream,FP,,,,
CVE-2021-33193,apache/httpd,ecebcc035ccd8d0e2984fe41420d9e944f456b3c,modules/http2/h2_request.c,assign_headers,FP,,,,
CVE-2021-39275,apache/httpd,e0fec7d48dab1924c5a6b48819ce1cf420733f62,server/util.c,regsub_core,FP,,,,
CVE-2022-22720,apache/httpd,0cb63842869cc2d9c02aba63c2122c685ac88d76,modules/arch/win32/mod_isapi.c,isapi_handler,FP,,,,
CVE-2022-22720,apache/httpd,0cb63842869cc2d9c02aba63c2122c685ac88d76,modules/filters/mod_reflector.c,reflector_handler,FP,,,,
CVE-2022-22720,apache/httpd,0cb63842869cc2d9c02aba63c2122c685ac88d76,server/protocol.c,ap_finalize_request_protocol,FP,,,,
CVE-2022-22720,apache/httpd,0cb63842869cc2d9c02aba63c2122c685ac88d76,server/util.c,ap_parse_form_data,FP,,,,
CVE-2018-0931,chakra-core/ChakraCore,46c98f0645dfa58654036c8a7417e67e81e4706a,lib/Parser/Parse.cpp,ParseArgList,FP,,,,
CVE-2020-8177,curl/curl,8236aba58542c5f89f1d41ca09d84579efb05e22,src/tool_getparam.c,add_url,FP,,,,
CVE-2020-8177,curl/curl,8236aba58542c5f89f1d41ca09d84579efb05e22,src/tool_getparam.c,opt_bool,FP,,,,
CVE-2020-8177,curl/curl,8236aba58542c5f89f1d41ca09d84579efb05e22,src/tool_getparam.c,opt_filestring,FP,,,,
CVE-2020-8177,curl/curl,8236aba58542c5f89f1d41ca09d84579efb05e22,src/tool_getparam.c,parse_localport,FP,,,,
CVE-2020-8231,curl/curl,3c9e021f86872baae412a427e807fbfa2f3e8a22,lib/setopt.c,setopt_pointers,FP,,,,
CVE-2020-8286,curl/curl,d9d01672785b8ac04aab1abb6de95fe3072ae199,lib/vtls/gtls.c,Curl_gtls_verifyserver,TP,,,,
CVE-2021-22876,curl/curl,7214288898f5625a6cc196e22a74232eada7861c,lib/http.c,Curl_http_auth_act,FP,,,,
CVE-2021-22876,curl/curl,7214288898f5625a6cc196e22a74232eada7861c,lib/http.c,auth_spnego,FP,,,,
CVE-2021-22876,curl/curl,7214288898f5625a6cc196e22a74232eada7861c,lib/http.c,http_on_response,FP,,,,
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,lib/cshutdn.c,Curl_cshutdn_add_pollfds,FP,,,,
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,lib/cshutdn.c,Curl_cshutdn_add_waitfds,FP,,,,
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,lib/cshutdn.c,Curl_cshutdn_setfds,FP,,,,
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,lib/cshutdn.c,cshutdn_update_ev,FP,,,,
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,lib/multi.c,Curl_attach_connection,FP,,,,
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,lib/multi.c,Curl_detach_connection,FP,,,,
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,lib/multi.c,multi_do_more,FP,,,,
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,lib/multi_ev.c,mev_sh_entry_conn_add,FP,,,,
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,lib/vquic/curl_ngtcp2.c,cf_ngtcp2_tls_ctx_setup,FP,,,,
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,lib/vtls/openssl.c,Curl_ossl_ctx_init,FP,,,,
CVE-2021-22946,curl/curl,364f174724ef115c63d5e5dc1d3342c8a43b1cca,lib/imap.c,imap_pp_statemachine,FP,,,,
CVE-2021-22946,curl/curl,364f174724ef115c63d5e5dc1d3342c8a43b1cca,lib/imap.c,imap_state_capability_resp,FP,,,,
CVE-2021-22946,curl/curl,364f174724ef115c63d5e5dc1d3342c8a43b1cca,lib/smtp.c,smtp_state_ehlo_resp,FP,,,,
CVE-2021-22946,curl/curl,364f174724ef115c63d5e5dc1d3342c8a43b1cca,lib/imap.c,imap_state_starttls_resp,FP,,,,
CVE-2022-30115,curl/curl,fae6fea209a2d4db1582f608bd8cc8000721733a,lib/httpsrr.c,Curl_httpsrr_from_ares,FP,,,,
CVE-2022-32205,curl/curl,48d7064a49148f03942380967da739dcde1cdc24,lib/cookie.c,cookie_output,FP,,,,
CVE-2022-43552,curl/curl,4f20188ac644afe174be6005ef4f6ffba232b8b2,lib/cf-h2-proxy.c,inspect_response,FP,,,,
CVE-2022-43552,curl/curl,4f20188ac644afe174be6005ef4f6ffba232b8b2,lib/transfer.c,Curl_pretransfer,FP,,,,
CVE-2023-23914,curl/curl,076a2f629119222aeeb50f5a03bf9f9052fabb9a,lib/http.c,http_header_s,TP,,,,
CVE-2023-23914,curl/curl,076a2f629119222aeeb50f5a03bf9f9052fabb9a,lib/url.c,Curl_close,FP,,,,
CVE-2023-27535,curl/curl,8f4608468b890dce2dad9f91d5607ee7e9c1aba1,lib/ftp.c,ftp_connect,FP,,,,
CVE-2023-38039,curl/curl,3ee79c1674fd6f99e8efca52cd7510e08b766770,lib/pingpong.c,Curl_pp_readresp,FP,,,,
CVE-2024-2379,curl/curl,aedbbdf18e689a5eee8dc39600914f5eda6c409c,lib/cf-h2-proxy.c,cf_h2_proxy_ctx_init,FP,,,,
CVE-2024-2466,curl/curl,3d0fd382a29b95561b90b7ea3e7eb04dfdd43538,lib/vtls/openssl.c,ossl_recv,FP,,,,
CVE-2024-7264,curl/curl,27959ecce75cdb2809c0bdb3286e60e08fadb519,lib/vtls/x509asn1.c,UTime2str,FP,,,,
CVE-2024-7264,curl/curl,27959ecce75cdb2809c0bdb3286e60e08fadb519,tests/unit/unit1656.c,do_test,FP,,,,
CVE-2024-9681,curl/curl,a94973805df96269bf3f3bf0a20ccb9887313316,lib/hsts.c,Curl_hsts_parse,FP,,,,
CVE-2024-9681,curl/curl,a94973805df96269bf3f3bf0a20ccb9887313316,lib/hsts.c,hsts_add,FP,,,,
OSV-2020-600,curl/curl,84ced9389e1a7f576812e0675b37056331c4dbcd,packages/OS400/os400sys.c,Curl_os400_getsockname,FP,,,,
OSV-2020-1813,fluent/fluent-bit,0f2b1c83ecb069ab63a78e470da648147a525154,plugins/out_syslog/syslog.c,msgpack_to_sd,TP,,,,
OSV-2020-2014,fluent/fluent-bit,4e7894d3fd7c03071a8079ee33595921d0133893,plugins/out_influxdb/influxdb.c,influxdb_format,TP,reported,,,
OSV-2020-2014,fluent/fluent-bit,4e7894d3fd7c03071a8079ee33595921d0133893,plugins/out_loki/loki.c,pack_format_line_value,TP,reported,,,
OSV-2020-2014,fluent/fluent-bit,4e7894d3fd7c03071a8079ee33595921d0133893,plugins/out_syslog/syslog.c,msgpack_to_sd,TP,reported,,,
OSV-2020-2014,fluent/fluent-bit,4e7894d3fd7c03071a8079ee33595921d0133893,plugins/out_syslog/syslog.c,msgpack_to_syslog,TP,reported,,,
OSV-2021-261,fluent/fluent-bit,cba4fdca0f5496ea7f3f75adc44b21d4ca430fbd,plugins/out_loki/loki.c,pack_format_line_value,TP,,,,
OSV-2021-261,fluent/fluent-bit,cba4fdca0f5496ea7f3f75adc44b21d4ca430fbd,plugins/out_syslog/syslog.c,msgpack_to_sd,TP,,,,
OSV-2021-261,fluent/fluent-bit,cba4fdca0f5496ea7f3f75adc44b21d4ca430fbd,src/flb_cfl_record_accessor.c,cfl_to_json,TP,,,,
OSV-2021-739,fluent/fluent-bit,95a4dda519446aecde55cb58989882718301bc7c,plugins/out_loki/loki.c,pack_format_line_value,TP,,,,
OSV-2021-739,fluent/fluent-bit,95a4dda519446aecde55cb58989882718301bc7c,src/flb_cfl_record_accessor.c,cfl_ra_translate_keymap,TP,reported,,,
OSV-2021-739,fluent/fluent-bit,95a4dda519446aecde55cb58989882718301bc7c,src/flb_record_accessor.c,ra_translate_keymap,TP,,,,
OSV-2022-217,fluent/fluent-bit,60c668c824a46a88e332c73737423043e2ded3fa,plugins/out_azure_kusto/azure_kusto.c,azure_kusto_format,TP,reported,,,
OSV-2022-217,fluent/fluent-bit,60c668c824a46a88e332c73737423043e2ded3fa,plugins/out_kafka/kafka.c,produce_message,TP,reported,,,
OSV-2022-288,fluent/fluent-bit,5d8d6bc46822a32e1c5a60b91cc59cecf0e63f10,plugins/in_forward/fw_prot.c,check_ping,TP,reported,,,
OSV-2022-288,fluent/fluent-bit,5d8d6bc46822a32e1c5a60b91cc59cecf0e63f10,src/stream_processor/flb_sp.c,sp_process_data_aggr,TP,reported,,,
OSV-2022-288,fluent/fluent-bit,5d8d6bc46822a32e1c5a60b91cc59cecf0e63f10,src/stream_processor/flb_sp_key.c,msgpack_object_to_sp_value,TP,reported,,,
CVE-2015-6251,gnutls/gnutls,272854367efc130fbd4f1a51840d80c630214e12,lib/x509/ocsp.c,gnutls_ocsp_resp_get_extension,FP,,,,
CVE-2017-5334,gnutls/gnutls,c5aaa488a3d6df712dc8dff23a049133cab5ec1b,lib/system/keys-win.c,get_win_urls,FP,,,,
CVE-2021-4209,gnutls/gnutls,3db352734472d851318944db13be73da61300568,lib/accelerated/aarch64/hmac-sha-aarch64.c,wrap_aarch64_hmac_fast,TP,reported,confirmed,,
CVE-2021-4209,gnutls/gnutls,3db352734472d851318944db13be73da61300568,lib/accelerated/aarch64/sha-aarch64.c,wrap_aarch64_hash_fast,TP,reported,confirmed,,
CVE-2021-4209,gnutls/gnutls,3db352734472d851318944db13be73da61300568,lib/accelerated/x86/hmac-x86-ssse3.c,wrap_x86_hmac_fast,TP,reported,confirmed,,
CVE-2021-4209,gnutls/gnutls,3db352734472d851318944db13be73da61300568,lib/accelerated/x86/sha-x86-ssse3.c,wrap_x86_hash_fast,TP,reported,confirmed,,
CVE-2021-4209,gnutls/gnutls,3db352734472d851318944db13be73da61300568,lib/nettle/mac.c,wrap_nettle_mac_fast,TP,reported,confirmed,,
OSV-2017-138,gnutls/gnutls,7265612d87f51c2f52a2e4cf5bdf14f31bd291a2,src/cli.c,cert_verify_ocsp,FP,,,,
CVE-2018-20763,gpac/gpac,1c449a34fe0b50aaffb881bfb9d7c5ab0bb18cdd,src/scene_manager/text_to_bifs.c,gf_text_import_sub_bifs,TP,,,,
CVE-2020-11558,gpac/gpac,6063b1a011c3f80cee25daade18154e15e4c058c,src/isomedia/box_code_base.c,extr_box_del,FP,,,,
CVE-2020-19488,gpac/gpac,6170024568f4dda310e98ef7508477b425c58d09,src/isomedia/box_code_apple.c,ilst_box_read,TP,reported,confirmed,requested,CVE-2025-70413
CVE-2020-23931,gpac/gpac,093283e727f396130651280609e687cd4778e0d1,src/isomedia/box_code_adobe.c,asrt_box_read,FP,,,,
CVE-2020-23932,gpac/gpac,ce01bd15f711d4575b7424b54b3a395ec64c1784,applications/mp4box/filedump.c,DumpMovieInfo,TP,reported,confirmed,requested,CVE-2026-1416
CVE-2020-23932,gpac/gpac,ce01bd15f711d4575b7424b54b3a395ec64c1784,applications/mp4box/filedump.c,dump_isom_rtp,TP,reported,confirmed,requested,CVE-2026-1417
CVE-2020-23932,gpac/gpac,ce01bd15f711d4575b7424b54b3a395ec64c1784,src/media_tools/media_export.c,gf_media_export_webvtt_metadata,TP,reported,confirmed,requested,CVE-2026-1415
CVE-2021-30014,gpac/gpac,51cdb67ff7c5f1242ac58c5aa603ceaf1793b788,src/filters/hevcsplit.c,hevcsplit_remove_slice_address,TP,,,,
CVE-2021-30014,gpac/gpac,51cdb67ff7c5f1242ac58c5aa603ceaf1793b788,src/filters/hevcmerge.c,hevcmerge_rewrite_slice,TP,,,,
CVE-2021-30014,gpac/gpac,51cdb67ff7c5f1242ac58c5aa603ceaf1793b788,src/filters/bs_split.c,bs_split_check_svc_config,TP,,,,
CVE-2021-30015,gpac/gpac,13dad7d5ef74ca2e6fe4010f5b03eb12e9bbe0ec,src/filters/write_generic.c,writegen_flush_ttml,TP,reported,confirmed,,
CVE-2021-31257,gpac/gpac,87afe070cd6866df7fe80f11b26ef75161de85e0,applications/mp4box/mp4box.c,check_media_profile,TP,,,,
CVE-2021-31258,gpac/gpac,ebfa346eff05049718f7b80041093b4c5581c24e,src/isomedia/isom_write.c,gf_isom_get_extraction_slc,TP,,,,
CVE-2021-31258,gpac/gpac,ebfa346eff05049718f7b80041093b4c5581c24e,applications/mp4box/mp4box.c,check_media_profile,TP,,,,
CVE-2021-31260,gpac/gpac,df8fffd839fe5ae9acd82d26fd48280a397411d9,src/isomedia/isom_write.c,gf_isom_copy_sample_info,TP,,,,
CVE-2021-31260,gpac/gpac,df8fffd839fe5ae9acd82d26fd48280a397411d9,src/isomedia/isom_read.c,gf_isom_enum_sample_aux_data,TP,,,,
CVE-2021-31261,gpac/gpac,cd3738dea038dbd12e603ad48cd7373ae0440f65,applications/testapps/hevcbench/main.c,main,TP,,,,
CVE-2021-31262,gpac/gpac,b2eab95e07cb5819375a50358d4806a8813b6e50,src/isomedia/avc_ext.c,AVC_RewriteESDescriptorEx,TP,,,,
CVE-2021-32136,gpac/gpac,eb71812fcc10e9c5348a5d1c61bd25b6fa06eaed,applications/mp4box/filedump.c,DumpMovieInfo,TP,,,,
CVE-2021-32439,gpac/gpac,77ed81c069e10b3861d88f72e1c6be1277ee7eae,src/isomedia/stbl_write.c,stbl_AppendSize,FP,,,,
CVE-2021-33361,gpac/gpac,a51f951b878c2b73c1d8e2f1518c7cdc5fb82c3f,src/isomedia/box_code_base.c,gitn_box_read,FP,,,,
CVE-2021-33361,gpac/gpac,a51f951b878c2b73c1d8e2f1518c7cdc5fb82c3f,src/isomedia/box_code_base.c,leva_box_read,FP,,,,
CVE-2021-33365,gpac/gpac,984787de3d414a5f7d43d0b4584d9469dff2a5a5,src/jsmods/scene_js.c,js_scene_init,TP,,,,
CVE-2021-4043,gpac/gpac,64a2e1b799352ac7d7aad1989bc06e7b0f2b01db,src/isomedia/box_code_base.c,gitn_box_size,FP,,,,
CVE-2021-4043,gpac/gpac,64a2e1b799352ac7d7aad1989bc06e7b0f2b01db,src/isomedia/box_code_base.c,gitn_box_write,FP,,,,
CVE-2021-4043,gpac/gpac,64a2e1b799352ac7d7aad1989bc06e7b0f2b01db,src/isomedia/box_code_base.c,segr_box_del,TP,,,,
CVE-2021-4043,gpac/gpac,64a2e1b799352ac7d7aad1989bc06e7b0f2b01db,src/isomedia/box_dump.c,gitn_box_dump,FP,,,,
CVE-2021-40564,gpac/gpac,cf6771c857eb9a290e2c19ddacfdd3ed98b27618,src/filters/hevcsplit.c,hevcsplit_remove_slice_address,TP,,,,
CVE-2021-40564,gpac/gpac,cf6771c857eb9a290e2c19ddacfdd3ed98b27618,src/filters/hevcmerge.c,hevcmerge_rewrite_slice,TP,,,,
CVE-2021-40568,gpac/gpac,f1ae01d745200a258cdf62622f71754c37cb6c30,src/filters/hevcsplit.c,hevcsplit_remove_slice_address,TP,,,,
CVE-2021-40568,gpac/gpac,f1ae01d745200a258cdf62622f71754c37cb6c30,src/filters/hevcmerge.c,hevcmerge_rewrite_slice,TP,,,,
CVE-2021-40574,gpac/gpac,30ac5e5236b790accd1f25347eebf2dc8c6c1bcb,src/scene_manager/text_to_bifs.c,gf_text_import_sub_bifs,TP,reported,confirmed,,
CVE-2021-40576,gpac/gpac,ad18ece95fa064efc0995c4ab2c985f77fb166ec,src/isomedia/hint_track.c,gf_isom_setup_hint_track,FP,,,,
CVE-2022-1035,gpac/gpac,3718d583c6ade191dc7979c64f48c001ca6f0243,src/scene_manager/scene_dump.c,gf_dump_vrml_field,TP,,,,
CVE-2022-1795,gpac/gpac,c535bad50d5812d27ee5b22b54371bddec411514,src/scenegraph/base_scenegraph.c,gf_sg_reset,TP,,,,
CVE-2022-1795,gpac/gpac,c535bad50d5812d27ee5b22b54371bddec411514,src/scenegraph/dom_events.c,gf_sg_fire_dom_event,FP,,,,
CVE-2022-2453,gpac/gpac,dc7de8d3d604426c7a6e628d90cb9fb88e7b4c2c,src/bifs/field_encode.c,gf_bifs_enc_mf_field,TP,,,,
CVE-2022-4202,gpac/gpac,b3d821c4ae9ba62b3a194d9dcb5e99f17bd56908,src/laser/lsr_dec.c,lsr_read_command_list,FP,,,,
CVE-2022-4202,gpac/gpac,b3d821c4ae9ba62b3a194d9dcb5e99f17bd56908,src/laser/lsr_dec.c,lsr_read_private_element_container,FP,,,,
CVE-2023-0818,gpac/gpac,377ab25f3e502db2934a9cf4b54739e1c89a02ff,src/scene_manager/text_to_bifs.c,gf_text_import_srt_bifs,TP,reported,confirmed,requested,CVE-2026-1418
CVE-2023-1654,gpac/gpac,2c055153d401b8c49422971e3a0159869652d3da,src/filter_core/filter.c,gf_filter_check_output_reconfig,TP,,,,
CVE-2023-1654,gpac/gpac,2c055153d401b8c49422971e3a0159869652d3da,src/filter_core/filter_pid.c,filter_pck_check_prop_change,TP,,,,
CVE-2023-1654,gpac/gpac,2c055153d401b8c49422971e3a0159869652d3da,src/filter_core/filter_pid.c,gf_filter_pid_detach_task_ex,TP,,,,
CVE-2023-23143,gpac/gpac,af6a5e7a96ee01a139cce6c9e4edfc069aad17a6,src/filters/hevcsplit.c,hevcsplit_remove_slice_address,TP,,,,
CVE-2023-23143,gpac/gpac,af6a5e7a96ee01a139cce6c9e4edfc069aad17a6,src/filters/hevcmerge.c,hevcmerge_rewrite_slice,TP,,,,
CVE-2023-23144,gpac/gpac,3a2458a49b3e6399709d456d7b35e7a6f50cfb86,src/bifs/quantize.c,Q_EncCoordOnUnitSphere,TP,,,,
CVE-2023-23145,gpac/gpac,4ade98128cbc41d5115b97a41ca2e59529c8dd5f,src/laser/lsr_dec.c,lsr_read_float_list,FP,,,,
CVE-2023-23145,gpac/gpac,4ade98128cbc41d5115b97a41ca2e59529c8dd5f,src/laser/lsr_dec.c,lsr_read_script_type,TP,,,,
CVE-2023-23145,gpac/gpac,4ade98128cbc41d5115b97a41ca2e59529c8dd5f,src/laser/lsr_dec.c,lsr_translate_anim_value,TP,,,,
CVE-2023-23145,gpac/gpac,4ade98128cbc41d5115b97a41ca2e59529c8dd5f,src/laser/lsr_dec.c,lsr_translate_anim_values,TP,,,,
CVE-2023-2839,gpac/gpac,047f96fb39e6bf70cb9f344093f5886e51dce0ac,src/filters/reframe_nalu.c,naludmx_create_hevc_decoder_config,TP,,,,
CVE-2023-46001,gpac/gpac,e79b0cf7e72404750630bc01340e999f3940dbc4,src/isomedia/isom_write.c,gf_isom_remove_user_data,TP,,,,
CVE-2023-46001,gpac/gpac,e79b0cf7e72404750630bc01340e999f3940dbc4,src/isomedia/isom_write.c,gf_isom_remove_user_data_item,TP,,,,
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec,src/scene_manager/loader_bt.c,gf_bt_sf_node,FP,,,,
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec,src/scene_manager/loader_bt.c,gf_bt_parse_proto,TP,,,,
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec,src/scene_manager/loader_bt.c,gf_bt_parse_od_command,FP,,,,
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec,src/scene_manager/loader_bt.c,gf_bt_parse_ipmpx,TP,,,,
CVE-2023-4683,gpac/gpac,112767e8b178fc82dec3cf82a1ca14d802cdb8ec,src/scene_manager/loader_bt.c,gf_bt_parse_descriptor,TP,,,,
CVE-2023-46928,gpac/gpac,0753bf6d867343a80a044bf47a27d0b7accc8bf1,src/media_tools/isom_tools.c,gf_media_split_hevc_tiles,TP,,,,
CVE-2023-46928,gpac/gpac,0753bf6d867343a80a044bf47a27d0b7accc8bf1,src/media_tools/isom_tools.c,gf_media_change_par,TP,,,,
CVE-2023-46929,gpac/gpac,4248def5d24325aeb0e35cacde3d56c9411816a6,src/media_tools/av_parsers.c,gf_vvc_change_vui,TP,,,,
CVE-2023-46929,gpac/gpac,4248def5d24325aeb0e35cacde3d56c9411816a6,src/media_tools/av_parsers.c,gf_hevc_change_vui,TP,,,,
CVE-2023-46930,gpac/gpac,3809955065afa3da1ad580012ec43deadbb0f2c8,src/isomedia/isom_write.c,gf_isom_remove_track,TP,,,,
